GCbiasFrequenciesFile,GCbiasFrequenciesFile_filetype,bamInput,bamInput_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input1,input1_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.GCbiasFrequenciesFile.values,parameters.GCbiasFrequenciesFile|__identifier__,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__workflow_invocation_uuid__,parameters.bamInput.values,parameters.bamInput|__identifier__,parameters.chromInfo,parameters.dbkey,parameters.effectiveGenomeSize.__current_case__,parameters.effectiveGenomeSize.effectiveGenomeSize,parameters.effectiveGenomeSize.effectiveGenomeSize_opt,parameters.region,parameters.source.__current_case__,parameters.source.input1.values,parameters.source.input1_2bit,parameters.source.ref_source,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
22575,tabular,146163784,bam,2017-07-20 17:01:27.094760,slurm_multi,1500575559.0,0,,6.0,main_w3_handler2,3185646,16377322,False,,,,10442716,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30542356}]",,0,no,,"[{'src': 'hda', 'id': 30463113}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1500575447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-20 18:32:41.643317,83591,112.0
22575,tabular,203673131,bam,2017-07-20 17:01:27.417994,slurm_multi,1500575743.0,0,,6.0,main_w3_handler2,3185646,16377323,False,,,,10442730,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30542359}]",,0,no,,"[{'src': 'hda', 'id': 30463128}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1500575565.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-20 18:35:45.441703,83591,178.0
22575,tabular,120169920,bam,2017-07-20 17:01:27.661066,slurm_multi,1500575834.0,0,,6.0,main_w3_handler2,3185646,16377324,False,,,,10442742,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30542361}]",,0,no,,"[{'src': 'hda', 'id': 30463132}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1500575749.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-20 18:37:16.225421,83591,85.0
22575,tabular,102279628,bam,2017-07-20 17:01:28.562476,slurm_multi,1500575911.0,0,,6.0,main_w4_handler2,3185646,16377325,False,,,,10442756,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30542364}]",,0,no,,"[{'src': 'hda', 'id': 30463139}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1500575837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-20 18:38:32.280110,83591,74.0
22575,tabular,204667327,bam,2017-07-20 17:01:29.163997,slurm_multi,1500576091.0,0,,6.0,main_w3_handler2,3185646,16377326,False,,,,10442765,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30542366}]",,0,no,,"[{'src': 'hda', 'id': 30463168}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1500575918.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-20 18:41:32.414683,83591,173.0
22575,tabular,450932688,bam,2017-07-26 19:57:22.155331,slurm_multi,1501106393.0,0,,6.0,main_w4_handler2,2953206,16428038,False,,,,10495840,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 30629200}]",,0,no,,"[{'src': 'hda', 'id': 30628326}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501106086.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-26 21:59:56.023933,83591,307.0
22575,tabular,1073111123,bam,2017-07-26 19:57:21.355107,slurm_multi,1501100736.0,0,,6.0,main_w3_handler2,2953206,16428036,False,,,,10495078,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 30629194}]",,0,no,,"[{'src': 'hda', 'id': 30628262}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501099735.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-26 20:25:37.903261,83591,1001.0
22575,tabular,1700840079,bam,2017-07-26 19:57:23.621385,slurm_multi,1501101726.0,0,,6.0,main_w4_handler2,2953206,16428041,False,,,,10495230,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 30629205}]",,0,no,,"[{'src': 'hda', 'id': 30628488}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501100740.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-26 20:42:08.346985,83591,986.0
22575,tabular,1216318309,bam,2017-07-26 19:57:22.550524,slurm_multi,1501103106.0,0,,6.0,main_w3_handler2,2953206,16428039,False,,,,10495337,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30629201}]",,0,no,,"[{'src': 'hda', 'id': 30628366}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501101734.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-26 21:05:08.030243,83591,1372.0
22575,tabular,1360072940,bam,2017-07-26 19:57:23.158730,slurm_multi,1501104503.0,0,,6.0,main_w3_handler2,2953206,16428040,False,,,,10495550,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30629204}]",,0,no,,"[{'src': 'hda', 'id': 30628402}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501103113.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-26 21:28:29.137071,83591,1390.0
22575,tabular,570621501,bam,2017-07-26 19:57:21.002591,slurm_multi,1501105258.0,0,,6.0,main_w4_handler2,2953206,16428035,False,,,,10495750,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30629193}]",,0,no,,"[{'src': 'hda', 'id': 30628227}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501104762.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-26 21:41:00.022298,83591,496.0
22575,tabular,544404581,bam,2017-07-26 19:57:20.740248,slurm_multi,1501104755.0,0,,6.0,main_w4_handler2,2953206,16428034,False,,,,10495732,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30629192}]",,0,no,,"[{'src': 'hda', 'id': 30628221}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501104512.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-26 21:32:38.250616,83591,243.0
22575,tabular,902610399,bam,2017-07-26 19:57:21.794818,slurm_multi,1501106081.0,0,,6.0,main_w4_handler2,2953206,16428037,False,,,,10495790,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30629196}]",,0,no,,"[{'src': 'hda', 'id': 30628304}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501105264.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-26 21:54:43.343721,83591,817.0
22575,tabular,527673865,bam,2017-07-27 20:12:23.101617,slurm_multi,1501190429.0,0,,6.0,main_w3_handler2,2953206,16437377,False,,,,10505522,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30643378}]",,0,no,,"[{'src': 'hda', 'id': 30641781}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501189949.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-27 21:20:31.111991,83591,480.0
22575,tabular,740244530,bam,2017-07-27 20:12:23.673552,slurm_multi,1501197608.0,0,,6.0,main_w3_handler2,2953206,16437378,False,,,,10506330,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30643380}]",,0,no,,"[{'src': 'hda', 'id': 30641807}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501196962.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-27 23:20:09.980262,83591,646.0
22575,tabular,959568395,bam,2017-07-27 20:12:24.111919,slurm_multi,1501198772.0,0,,6.0,main_w4_handler2,2953206,16437379,False,,,,10506382,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 30643382}]",,0,no,,"[{'src': 'hda', 'id': 30641826}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501197813.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-27 23:39:34.617294,83591,959.0
22575,tabular,1510079259,bam,2017-07-27 20:12:24.600829,slurm_multi,1501200195.0,0,,6.0,main_w4_handler2,2953206,16437380,False,,,,10506502,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30643384}]",,0,no,,"[{'src': 'hda', 'id': 30641854}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501198780.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 00:03:17.720403,83591,1415.0
22575,tabular,1175284425,bam,2017-07-28 18:03:57.019312,slurm_multi,1501268960.0,0,,6.0,main_w3_handler2,3041826,16448545,False,,,,10517396,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30660674}]",,0,no,,"[{'src': 'hda', 'id': 30659679}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501267892.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 19:09:22.837486,83591,1068.0
22575,tabular,1204436489,bam,2017-07-28 18:03:45.152488,slurm_multi,1501270576.0,0,,6.0,main_w4_handler2,3041826,16448521,False,,,,10517956,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30660650}]",,0,no,,"[{'src': 'hda', 'id': 30658740}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501269302.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 19:36:18.082867,83591,1274.0
22575,tabular,966313642,bam,2017-07-28 18:03:45.907310,slurm_multi,1501271522.0,0,,6.0,main_w4_handler2,3041826,16448522,False,,,,10518462,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30660651}]",,0,no,,"[{'src': 'hda', 'id': 30658759}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501270580.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 19:52:04.859420,83591,942.0
22575,tabular,1060184595,bam,2017-07-28 18:03:48.196753,slurm_multi,1501272547.0,0,,6.0,main_w4_handler2,3041826,16448525,False,,,,10518772,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30660654}]",,0,no,,"[{'src': 'hda', 'id': 30658886}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501271527.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 20:09:09.182583,83591,1020.0
22575,tabular,856329073,bam,2017-07-28 18:03:50.213515,slurm_multi,1501273412.0,0,,6.0,main_w4_handler2,3041826,16448531,False,,,,10519333,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 30660660}]",,0,no,,"[{'src': 'hda', 'id': 30659120}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501272556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 20:23:33.943770,83591,856.0
22575,tabular,983318280,bam,2017-07-28 18:03:50.841586,slurm_multi,1501274308.0,0,,6.0,main_w4_handler2,3041826,16448532,False,,,,10519743,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 30660661}]",,0,no,,"[{'src': 'hda', 'id': 30659141}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501273420.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 20:38:29.686301,83591,888.0
22575,tabular,1135992963,bam,2017-07-28 18:03:51.394506,slurm_multi,1501275422.0,0,,6.0,main_w4_handler2,3041826,16448533,False,,,,10520093,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 30660662}]",,0,no,,"[{'src': 'hda', 'id': 30659188}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501274313.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 20:57:04.071757,83591,1109.0
22575,tabular,1035188446,bam,2017-07-28 18:03:46.845069,slurm_multi,1501277004.0,0,,6.0,main_w3_handler2,3041826,16448523,False,,,,10520440,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30660652}]",,0,no,,"[{'src': 'hda', 'id': 30658805}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501276119.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 21:23:27.041856,83591,885.0
22575,tabular,845045663,bam,2017-07-28 18:03:52.332494,slurm_multi,1501277726.0,0,,6.0,main_w4_handler2,3041826,16448535,False,,,,10520510,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30660664}]",,0,no,,"[{'src': 'hda', 'id': 30659230}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501277010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 21:35:28.221524,83591,716.0
22575,tabular,988463638,bam,2017-07-28 18:03:54.777705,slurm_multi,1501278970.0,0,,6.0,main_w4_handler2,3041826,16448542,False,,,,10520664,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30660670}]",,0,no,,"[{'src': 'hda', 'id': 30659632}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501278020.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 21:56:11.824383,83591,950.0
22575,tabular,1039254587,bam,2017-07-28 18:03:47.663253,slurm_multi,1501278011.0,0,,6.0,main_w3_handler2,3041826,16448524,False,,,,10520511,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30660653}]",,0,no,,"[{'src': 'hda', 'id': 30658843}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501277013.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 21:40:14.108102,83591,998.0
22575,tabular,1345752345,bam,2017-07-28 18:03:55.578586,slurm_multi,1501280134.0,0,,6.0,main_w4_handler2,3041826,16448543,False,,,,10520748,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30660671}]",,0,no,,"[{'src': 'hda', 'id': 30659653}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501278975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 22:15:35.344693,83591,1159.0
22575,tabular,1035896565,bam,2017-07-28 18:03:48.562243,slurm_multi,1501280003.0,0,,6.0,main_w3_handler2,3041826,16448527,False,,,,10520749,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30660655}]",,0,no,,"[{'src': 'hda', 'id': 30658937}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501278975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 22:13:24.779525,83591,1028.0
22575,tabular,1289554252,bam,2017-07-28 18:03:49.282723,slurm_multi,1501281338.0,0,,6.0,main_w3_handler2,3041826,16448530,False,,,,10520860,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30660659}]",,0,no,,"[{'src': 'hda', 'id': 30659102}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501280136.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 22:35:39.875922,83591,1202.0
22575,tabular,770089185,bam,2017-07-28 18:03:48.747310,slurm_multi,1501282076.0,0,,6.0,main_w3_handler2,3041826,16448528,False,,,,10521139,slurm,,132112168.0,corral-repl,,"[{'src': 'hda', 'id': 30660656}]",,0,no,,"[{'src': 'hda', 'id': 30659009}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501281342.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 22:47:58.976611,83591,734.0
22575,tabular,997190371,bam,2017-07-28 18:03:48.939631,slurm_multi,1501283969.0,0,,6.0,main_w3_handler2,3041826,16448529,False,,,,10521603,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 30660657}]",,0,no,,"[{'src': 'hda', 'id': 30659069}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501283057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 23:19:33.290273,83591,912.0
22575,tabular,963748722,bam,2017-07-28 18:03:56.492989,slurm_multi,1501283048.0,0,,6.0,main_w4_handler2,3041826,16448544,False,,,,10521426,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 30660672}]",,0,no,,"[{'src': 'hda', 'id': 30659661}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501282081.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 23:04:10.072194,83591,967.0
22575,tabular,1364318455,bam,2017-07-28 18:03:52.056922,slurm_multi,1501285242.0,0,,6.0,main_w3_handler2,3041826,16448534,False,,,,10521647,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 30660663}]",,0,no,,"[{'src': 'hda', 'id': 30659200}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501283978.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 23:40:44.152921,83591,1264.0
22575,tabular,1076027640,bam,2017-07-28 18:03:52.577407,slurm_multi,1501286193.0,0,,6.0,main_w3_handler2,3041826,16448536,False,,,,10521694,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 30660665}]",,0,no,,"[{'src': 'hda', 'id': 30659250}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501285250.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-28 23:56:35.390553,83591,943.0
22575,tabular,850720527,bam,2017-07-28 18:03:52.840471,slurm_multi,1501286928.0,0,,6.0,main_w3_handler2,3041826,16448537,False,,,,10521721,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 30660666}]",,0,no,,"[{'src': 'hda', 'id': 30659360}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501286201.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-29 00:08:49.914811,83591,727.0
22575,tabular,1101040991,bam,2017-07-28 18:03:53.211615,slurm_multi,1501287969.0,0,,6.0,main_w3_handler2,3041826,16448538,False,,,,10521776,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 30660667}]",,0,no,,"[{'src': 'hda', 'id': 30659380}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501286933.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-29 00:26:10.799633,83591,1036.0
22575,tabular,982275156,bam,2017-07-28 18:03:53.614038,slurm_multi,1501288887.0,0,,6.0,main_w3_handler2,3041826,16448539,False,,,,10521803,slurm,,132111800.0,corral-repl,,"[{'src': 'hda', 'id': 30660668}]",,0,no,,"[{'src': 'hda', 'id': 30659435}]",,"""/galaxy-repl/localdata/chrom/?.len""","""?""",4,,93260000,"""""",0,,ce10,cached,32.0,,39216818.0,1501287975.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_correct_gc_bias/deeptools_correct_gc_bias/2.5.0.0,2.5.0.0,,2017-07-29 00:41:29.592705,83591,912.0
