corData,corData_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.chromInfo,parameters.corData.values,parameters.dbkey,parameters.outFileFormat,parameters.outFileNameData,parameters.plotTitle,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
847858,deeptools_coverage_matrix,2016-10-13 05:49:30.389651,slurm_normal,1476337977.0,0,1.0,main_w4_handler0,2852919,14069932,False,,8286957.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b537fb018c794e5df6'}]","""mm10""","""eps""","""false""","""""",32.0,,32088976,1476337953.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-13 05:53:01.021286,67966,24.0
733029,deeptools_coverage_matrix,2016-10-14 00:01:18.003119,slurm_normal,1476403756.0,0,1.0,main_w3_handler1,2852919,14077769,False,,8294565.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b596b558c7b880df4a'}]","""mm10""","""png""","""false""","""""",32.0,,32088976,1476403702.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-14 00:09:22.264077,67966,54.0
25427408,deeptools_coverage_matrix,2016-10-13 20:14:10.713347,slurm_normal,1476389930.0,0,1.0,main_w3_handler1,2852589,14076645,False,,8293479.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5dfb5c1c2a17dcaf9'}]","""hg19""","""png""","""false""","""""",32.0,,33479290,1476389873.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-13 20:18:52.886924,87393,57.0
6101240,deeptools_coverage_matrix,2016-10-13 19:03:32.669096,slurm_normal,1476386289.0,0,1.0,main_w4_handler1,2853744,14076049,False,,8292946.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5956e991a6eba1151'}]","""?""","""png""","""false""","""""",32.0,,33479290,1476386251.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-13 19:18:11.359705,87393,38.0
4229107,deeptools_coverage_matrix,2016-10-13 21:05:57.850037,slurm_normal,1476395606.0,0,1.0,main_w4_handler1,2850927,14077025,False,,8293937.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5ced1747915ead005'}]","""rheMac3""","""png""","""false""","""""",32.0,,33479290,1476395577.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-13 21:53:31.389892,87393,29.0
25423472,deeptools_coverage_matrix,2016-10-13 21:00:30.784037,slurm_normal,1476393805.0,0,1.0,main_w4_handler0,2853744,14076997,False,,8293844.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5a42add7a6394037e'}]","""hg19""","""png""","""false""","""""",32.0,,33479290,1476393733.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-13 21:23:34.539907,87393,72.0
8195617,deeptools_coverage_matrix,2016-10-13 21:39:24.447177,slurm_normal,1476395943.0,0,1.0,main_w4_handler0,2853744,14077148,False,,8293965.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e6642ad582aab1df'}]","""?""","""png""","""false""","""""",32.0,,33479290,1476395918.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-13 21:59:06.886140,87393,25.0
6359558,deeptools_coverage_matrix,2016-10-13 21:40:23.536438,slurm_normal,1476396903.0,0,1.0,main_w4_handler1,2853744,14077159,False,,8294064.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b598749b8f1008ffeb'}]","""?""","""png""","""false""","""""",32.0,,33479290,1476396867.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-13 22:15:09.887651,87393,36.0
25423791,deeptools_coverage_matrix,2016-10-13 21:39:10.406494,slurm_normal,1476396772.0,0,1.0,main_w3_handler0,2853744,14077146,False,,8294051.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b51e984c8e24f2b444'}]","""hg19""","""png""","""false""","""""",32.0,,33479290,1476396737.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-13 22:12:55.479827,87393,35.0
8328889,deeptools_coverage_matrix,2016-10-13 21:39:47.082203,slurm_normal,1476397360.0,0,1.0,main_w4_handler0,2853744,14077151,False,,8294100.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c4dd338367615c5f'}]","""hg19""","""png""","""false""","""""",32.0,,33479290,1476397323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-13 22:22:44.854058,87393,37.0
8551197,deeptools_coverage_matrix,2016-10-13 21:40:03.945884,slurm_normal,1476397798.0,0,1.0,main_w3_handler1,2853744,14077155,False,,8294148.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/?.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b539ffd15f636e0fd4'}]","""?""","""png""","""false""","""""",32.0,,33479290,1476397780.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-13 22:30:02.287784,87393,18.0
7251394,deeptools_coverage_matrix,2016-10-14 20:40:40.001743,slurm_normal,1476479802.0,0,1.0,main_w4_handler0,2850927,14085286,False,,8302318.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5454bd84b552fd757'}]","""rheMac3""","""png""","""false""","""""",32.0,,33668486,1476479771.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-14 21:16:44.096117,87393,31.0
1813676,deeptools_coverage_matrix,2016-10-14 20:40:45.921536,slurm_normal,1476480510.0,0,1.0,main_w4_handler0,2850927,14085287,False,,8302430.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b55651ff8d8919c2ad'}]","""rheMac3""","""png""","""false""","""""",32.0,,33668486,1476480490.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-14 21:29:02.079341,87393,20.0
4153851,deeptools_coverage_matrix,2016-10-14 20:40:49.816138,slurm_normal,1476482211.0,0,1.0,main_w3_handler0,2850927,14085289,False,,8302759.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b54ec006d3b4634bc3'}]","""rheMac3""","""png""","""false""","""""",32.0,,33668486,1476482180.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-14 21:56:54.040412,87393,31.0
176061542,deeptools_coverage_matrix,2016-10-17 03:30:14.136377,slurm_normal,1476675517.0,0,1.0,main_w3_handler0,2776915,14094567,False,,8310358.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/danRer10.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f9416c1fa205a027'}]","""danRer10""","""png""","""false""","""""",32.0,,31745742,1476675455.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-17 03:38:38.910763,65128,62.0
704178,deeptools_coverage_matrix,2016-10-16 13:21:51.853115,slurm_normal,1476624319.0,0,1.0,main_w3_handler1,2852558,14092020,False,,8308083.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b563356bb44d09a2b5'}]","""hg38""","""png""","""true""","""pca tam-responsive vs tam resistant""",32.0,,33733089,1476624296.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-16 13:25:20.960985,6835,23.0
2458614,deeptools_coverage_matrix,2016-10-16 14:10:57.809901,slurm_normal,1476630795.0,0,1.0,main_w3_handler0,2852558,14092170,False,,8308349.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbb9488e862fd49d'}]","""hg38""","""png""","""false""","""""",32.0,,33733089,1476630776.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-16 15:13:16.344754,6835,19.0
704376,deeptools_coverage_matrix,2016-10-16 18:17:28.504980,slurm_normal,1476642082.0,0,1.0,main_w3_handler0,2852558,14092954,False,,8308861.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5573891f100430a1e'}]","""hg38""","""png""","""false""","""""",32.0,,33733089,1476642066.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-16 18:21:23.578885,6835,16.0
2458614,deeptools_coverage_matrix,2016-10-16 18:17:39.864441,slurm_normal,1476642106.0,0,1.0,main_w4_handler1,2852558,14092958,False,,8308862.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg38.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5cbb9488e862fd49d'}]","""hg38""","""png""","""false""","""""",32.0,,33733089,1476642085.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-16 18:21:48.157626,6835,21.0
5591448,deeptools_coverage_matrix,2016-10-17 10:50:31.158232,slurm_normal,1476702562.0,0,1.0,main_w4_handler1,2854537,14097616,False,,8312976.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5334f6d9ac67378d2'}]","""mm10""","""png""","""false""","""""",32.0,,33751299,1476702547.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-17 11:09:24.131706,54018,15.0
5591448,deeptools_coverage_matrix,2016-10-17 11:12:00.897279,slurm_normal,1476702937.0,0,1.0,main_w3_handler1,2854537,14097742,False,,8313017.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5334f6d9ac67378d2'}]","""mm10""","""png""","""true""","""""",32.0,,33751299,1476702916.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-17 11:15:39.563251,54018,21.0
1421741,deeptools_coverage_matrix,2016-10-17 14:36:17.430386,slurm_normal,1476715394.0,0,1.0,main_w3_handler1,2854578,14099003,False,,8314049.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e5d5cca44af6df46'}]","""SC5314 A22""","""png""","""false""","""""",32.0,,33519497,1476715371.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-17 14:43:17.685140,77683,23.0
1490595,deeptools_coverage_matrix,2016-10-17 14:36:16.969543,slurm_normal,1476715221.0,0,1.0,main_w4_handler0,2854578,14099002,False,,8314006.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/main/files/017/494/dataset_17494598.dat""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5f9ba7b4c5cc02351'}]","""SC5314 A22""","""png""","""false""","""""",32.0,,33519497,1476715186.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-17 14:40:23.448942,77683,35.0
4226784,deeptools_coverage_matrix,2016-10-17 18:56:34.844544,slurm_normal,1476732771.0,0,1.0,main_w3_handler0,2858286,14101387,False,,8316614.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b574996410f40848f0'}]","""rheMac3""","""png""","""false""","""""",32.0,,33668486,1476732748.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-17 19:32:53.404457,87393,23.0
4088868,deeptools_coverage_matrix,2016-10-17 18:58:03.136996,slurm_normal,1476736007.0,0,1.0,main_w4_handler0,2858286,14101409,False,,8317257.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5dec148d1438bf66d'}]","""rheMac3""","""png""","""false""","""""",32.0,,33668486,1476735982.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-17 20:26:57.795733,87393,25.0
5756847,deeptools_coverage_matrix,2016-10-17 18:57:02.120350,slurm_normal,1476735052.0,0,1.0,main_w3_handler1,2858286,14101398,False,,8317148.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b508cca96f5d5468b2'}]","""rheMac3""","""png""","""false""","""""",32.0,,33668486,1476735030.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-17 20:10:54.604531,87393,22.0
6859589,deeptools_coverage_matrix,2016-10-17 18:57:22.495904,slurm_normal,1476740117.0,0,1.0,main_w3_handler0,2858286,14101402,False,,8317602.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b58e891e123ec3b2fc'}]","""rheMac3""","""png""","""false""","""""",32.0,,33668486,1476739930.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-17 21:36:15.319156,87393,187.0
1813497,deeptools_coverage_matrix,2016-10-17 18:57:42.504937,slurm_normal,1476742227.0,0,1.0,main_w4_handler1,2858286,14101405,False,,8317785.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b560a7bfc182318f8e'}]","""rheMac3""","""png""","""false""","""""",32.0,,33668486,1476741921.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-17 22:10:29.912060,87393,306.0
5757099,deeptools_coverage_matrix,2016-10-17 21:46:53.114432,slurm_normal,1476800518.0,0,1.0,main_w3_handler1,2858286,14102612,False,,8323078.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b57c465788f19a885f'}]","""rheMac3""","""png""","""false""","""""",32.0,,33668486,1476800484.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-18 14:23:18.901071,87393,34.0
6858411,deeptools_coverage_matrix,2016-10-17 21:43:40.744613,slurm_normal,1476797557.0,0,1.0,main_w3_handler0,2850927,14102591,False,,8322742.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/rheMac3.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b583996812264db8f4'}]","""rheMac3""","""png""","""false""","""""",32.0,,33668486,1476797535.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-18 13:32:44.045430,87393,22.0
31115257,deeptools_coverage_matrix,2016-10-20 06:56:17.241611,slurm_normal,1476946888.0,0,1.0,main_w4_handler1,2855238,14126358,False,,8340929.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5e6fa37534bbf4b09'}]","""hg19""","""png""","""false""","""""",32.0,,33465832,1476946848.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-20 07:01:33.761248,50986,40.0
5150655,deeptools_coverage_matrix,2016-10-10 19:08:26.874523,slurm_normal,1476126917.0,0,1.0,main_w3_handler1,2799745,14047548,False,,8265238.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56453942613f8099d'}]","""hg19""","""png""","""false""","""""",32.0,,33571690,1476126837.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-10 19:15:20.642246,88896,80.0
3454400,deeptools_coverage_matrix,2016-10-11 10:59:48.789378,slurm_normal,1476185048.0,0,1.0,main_w4_handler0,2830573,14053003,False,,8270830.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm10.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5714f7fe9bdf4215a'}]","""mm10""","""png""","""true""","""""",32.0,,33567217,1476185026.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-11 11:24:10.331739,90867,22.0
10215340,deeptools_coverage_matrix,2016-10-11 12:32:05.019235,slurm_normal,1476189512.0,0,1.0,main_w4_handler0,2806818,14053964,False,,8271561.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b56c37036834e880fa'}]","""hg19""","""png""","""false""","""""",32.0,,33600324,1476189485.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-11 12:38:35.697232,89286,27.0
5023789,deeptools_coverage_matrix,2016-10-11 12:44:06.145398,slurm_normal,1476190417.0,0,1.0,main_w3_handler0,2806818,14054062,False,,8271757.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/hg19.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b53d0af517091a8e58'}]","""hg19""","""png""","""false""","""""",32.0,,33600324,1476190401.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-11 12:53:38.750389,89286,16.0
742433,deeptools_coverage_matrix,2016-10-11 12:56:47.098886,slurm_normal,1476190825.0,0,1.0,main_w3_handler0,2805503,14054244,False,,8271831.roundup,slurm,,132112168.0,corral-repl,,"""/galaxy-repl/localdata/chrom/mm9.len""","[{'src': 'hda', 'id': 'bbd44e69cb8906b5c69520307260edd5'}]","""mm9""","""png""","""true""","""""",32.0,,33360592,1476190804.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/deeptools_plot_pca/deeptools_plot_pca/2.3.5.0,2.3.5.0,,2016-10-11 13:00:29.493762,75419,21.0
