create_time,destination_id,end_epoch,exit_code,forward,forward_filetype,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.allow_outies,parameters.chromInfo,parameters.dbkey,parameters.generate_histogram,parameters.layout.__current_case__,parameters.layout.forward.values,parameters.layout.reads.values,parameters.layout.reverse.values,parameters.layout.select_layout,parameters.max_mismatch_density,parameters.max_overlap,parameters.min_overlap,processor_count,reads1,reads1_filetype,reads2,reads2_filetype,reverse,reverse_filetype,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-10-18 15:49:56.961727,slurm_normal,1508341943.0,0,2625698260.0,fastqsanger,,1.0,main_w4_handler0,3065572,17134002,False,,11190824,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31724850}]",,"[{'src': 'hda', 'id': 31724851}]",individual,"""0.25""","""65""","""10""",32.0,,,,,2625698260.0,fastqsanger,,41331706.0,1508341844.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-18 15:52:45.222481,103834.0,99.0
2017-10-18 15:54:52.727706,slurm_normal,1508342319.0,0,3511608213.0,fastqsanger,,1.0,main_w4_handler1,3065572,17134065,False,,11190918,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31724862}]",,"[{'src': 'hda', 'id': 31724864}]",individual,"""0.25""","""65""","""10""",32.0,,,,,3511608213.0,fastqsanger,,41331706.0,1508342177.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-18 15:58:55.855621,103834.0,142.0
2017-10-11 15:43:12.001620,slurm_normal,1507736613.0,0,275943519.0,fastqsanger,,1.0,main_w4_handler1,3281317,17079736,False,,11135515.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31623210}]",,"[{'src': 'hda', 'id': 31623385}]",individual,"""0.25""","""100""","""10""",32.0,,,,,275943519.0,fastqsanger,,41180913.0,1507736594.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-11 15:43:37.952185,105745.0,19.0
2017-10-11 15:47:44.897075,slurm_normal,1507736898.0,0,417574303.0,fastqsanger,,1.0,main_w4_handler1,3281317,17079789,False,,11135583.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31622903}]",,"[{'src': 'hda', 'id': 31623153}]",individual,"""0.25""","""65""","""10""",32.0,,,,,417574303.0,fastqsanger,,41180913.0,1507736870.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-11 15:48:21.824458,105745.0,28.0
2017-10-12 08:53:53.033906,slurm_normal,1507798458.0,0,417574303.0,fastqsanger,,1.0,main_w3_handler0,3281317,17084897,False,,11141007.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31622903}]",,"[{'src': 'hda', 'id': 31623153}]",individual,"""0.5""","""400""","""40""",32.0,,,,,417574303.0,fastqsanger,,41180913.0,1507798439.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-12 08:54:23.177571,105745.0,19.0
2017-10-11 19:12:26.418252,slurm_normal,1507749214.0,0,104501118.0,fastq,,1.0,main_w4_handler1,3283527,17081491,False,,11137301.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31654931}]",,"[{'src': 'hda', 'id': 31654932}]",individual,"""0.25""","""65""","""10""",32.0,,,,,104509680.0,fastq,,41223431.0,1507749205.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-11 19:13:44.620527,,9.0
2017-10-12 08:53:04.420018,slurm_normal,1507798428.0,0,417574303.0,fastqsanger,,1.0,main_w3_handler1,3281317,17084893,False,,11141005.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31622903}]",,"[{'src': 'hda', 'id': 31623153}]",individual,"""0.25""","""400""","""50""",32.0,,,,,417574303.0,fastqsanger,,41180913.0,1507798409.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-12 08:54:00.192693,105745.0,19.0
2017-10-12 15:39:42.245153,slurm_normal,1507822850.0,0,73541925.0,fastq,,1.0,main_w4_handler1,3285016,17088457,False,,11144582.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31665859}]",,"[{'src': 'hda', 'id': 31665860}]",individual,"""0.25""","""200""","""10""",32.0,,,,,73822107.0,fastq,,40982380.0,1507822840.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-12 15:41:00.487645,88558.0,10.0
2017-10-13 17:24:35.462342,slurm_normal,1507915503.0,0,87137959.0,fastq,,1.0,main_w3_handler0,3286443,17097089,False,,11153768.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31679877}]",,"[{'src': 'hda', 'id': 31679869}]",individual,"""0.25""","""150""","""5""",32.0,,,,,87137959.0,fastq,,41268912.0,1507915493.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-13 17:25:12.403475,49970.0,10.0
2017-10-13 15:28:30.897586,slurm_normal,1507908529.0,0,75196106.0,fastq,,1.0,main_w4_handler0,3275744,17096241,False,,11152730.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31561313}]",,"[{'src': 'hda', 'id': 31561312}]",individual,"""0.25""","""65""","""10""",32.0,,,,,75196106.0,fastq,,41268912.0,1507908516.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-13 15:28:54.629602,49970.0,13.0
2017-10-13 16:06:58.051672,slurm_normal,1507910829.0,0,75196106.0,fastq,,1.0,main_w3_handler0,3275744,17096491,False,,11153122.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31561313}]",,"[{'src': 'hda', 'id': 31561312}]",individual,"""0.25""","""150""","""10""",32.0,,,,,75196106.0,fastq,,41268912.0,1507910822.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-13 16:07:11.124192,49970.0,7.0
2017-10-13 16:07:26.130678,slurm_normal,1507910866.0,0,75196106.0,fastq,,1.0,main_w4_handler0,3275744,17096496,False,,11153128.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31561313}]",,"[{'src': 'hda', 'id': 31561312}]",individual,"""0.25""","""150""","""5""",32.0,,,,,75196106.0,fastq,,41268912.0,1507910854.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-13 16:07:53.189119,49970.0,12.0
2017-10-13 16:07:10.042553,slurm_normal,1507910865.0,0,75196106.0,fastq,,1.0,main_w4_handler1,3275744,17096492,False,,11153129.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31561313}]",,"[{'src': 'hda', 'id': 31561312}]",individual,"""0.25""","""65""","""5""",32.0,,,,,75196106.0,fastq,,41268912.0,1507910855.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-13 16:08:00.209193,49970.0,10.0
2017-10-16 14:52:33.398516,slurm_normal,1508165568.0,0,159751.0,fastqsanger,,1.0,main_w4_handler0,3263003,17113656,False,,11170597.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31703676}]",,"[{'src': 'hda', 'id': 31707740}]",individual,"""0.25""","""65""","""10""",32.0,,,,,159751.0,fastqsanger,,41310071.0,1508165564.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 14:52:56.514226,112097.0,4.0
2017-10-16 02:18:34.836618,slurm_normal,1508120342.0,0,71291899.0,fastq,,1.0,main_w4_handler1,3285016,17107074,False,,11164180.roundup,slurm,,132112168.0,corral-repl,,"""4ac9bc26b21811e790b0005056ba55fb""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31697076}]",,"[{'src': 'hda', 'id': 31697077}]",individual,"""0.25""","""200""","""10""",32.0,,,,,71573569.0,fastq,,,1508120332.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 02:19:04.284531,88558.0,10.0
2017-10-15 18:01:58.288889,slurm_normal,1508090623.0,0,4070399690.0,fastqsanger,,1.0,main_w3_handler0,2418892,17105575,False,,11162734.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31689580}]",,"[{'src': 'hda', 'id': 31689581}]",individual,"""0.25""","""65""","""10""",32.0,,,,,3960260588.0,fastqsanger,,41298739.0,1508090521.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-15 18:03:47.882189,68237.0,102.0
2017-10-16 01:59:26.514971,slurm_normal,1508119195.0,0,175704235.0,fastq,,1.0,main_w3_handler0,3285016,17107015,False,,11164114.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31696975}]",,"[{'src': 'hda', 'id': 31696976}]",individual,"""0.25""","""200""","""10""",32.0,,,,,176371929.0,fastq,,40982380.0,1508119181.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 01:59:58.421102,88558.0,14.0
2017-10-16 02:29:51.293324,slurm_normal,1508121026.0,0,260074956.0,fastq,,1.0,main_w3_handler1,3285016,17107122,False,,11164223.roundup,slurm,,132112168.0,corral-repl,,"""df7f2d0ab21911e7aa96005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31697146}]",,"[{'src': 'hda', 'id': 31697147}]",individual,"""0.25""","""200""","""10""",32.0,,,,,261103736.0,fastq,,,1508121010.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 02:30:29.138910,88558.0,16.0
2017-10-16 02:29:48.317110,slurm_normal,1508121013.0,0,85204629.0,fastq,,1.0,main_w3_handler1,3285016,17107119,False,,11164222.roundup,slurm,,132112168.0,corral-repl,,"""df7f2d0ab21911e7aa96005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31697140}]",,"[{'src': 'hda', 'id': 31697141}]",individual,"""0.25""","""200""","""10""",32.0,,,,,85540659.0,fastq,,,1508121004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 02:30:17.129875,88558.0,9.0
2017-10-16 02:18:36.584012,slurm_normal,1508120350.0,0,186059596.0,fastq,,1.0,main_w3_handler1,3285016,17107077,False,,11164181.roundup,slurm,,132112168.0,corral-repl,,"""4ac9bc26b21811e790b0005056ba55fb""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31697082}]",,"[{'src': 'hda', 'id': 31697083}]",individual,"""0.25""","""200""","""10""",32.0,,,,,186792392.0,fastq,,,1508120335.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 02:19:13.007501,88558.0,15.0
2017-10-16 03:12:24.474205,slurm_normal,1508123604.0,0,1841168878.0,fastq,,1.0,main_w4_handler1,3284323,17107261,False,,11164343.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31697260}]",,"[{'src': 'hda', 'id': 31697260}]",individual,"""0.25""","""65""","""10""",32.0,,,,,1841168878.0,fastq,,41304268.0,1508123549.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 03:13:27.300558,113460.0,55.0
2017-10-16 03:01:41.519207,slurm_normal,1508122963.0,0,1933861828.0,fastq,,1.0,main_w4_handler0,3284323,17107224,False,,11164305.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31697253}]",,"[{'src': 'hda', 'id': 31697253}]",individual,"""0.25""","""65""","""10""",32.0,,,,,1933861828.0,fastq,,41304268.0,1508122905.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 03:02:48.126387,113460.0,58.0
2017-10-16 03:43:35.684867,slurm_normal,1508125478.0,0,1841168878.0,fastq,,1.0,main_w3_handler0,3284323,17107344,False,,11164457.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31697300}]",,"[{'src': 'hda', 'id': 31697300}]",individual,"""0.25""","""65""","""10""",32.0,,,,,1841168878.0,fastq,,41304268.0,1508125420.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 03:44:41.546809,113460.0,58.0
2017-10-16 04:41:19.072943,slurm_normal,1508128908.0,0,129563810.0,fastq,,1.0,main_w4_handler0,3285016,17107591,False,,11164726.roundup,slurm,,132112168.0,corral-repl,,"""3dd544a4b22c11e7b965005056ba55fb""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31697816}]",,"[{'src': 'hda', 'id': 31697817}]",individual,"""0.25""","""200""","""10""",32.0,,,,,130090868.0,fastq,,,1508128896.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 04:41:51.198830,88558.0,12.0
2017-10-16 04:31:36.703627,slurm_normal,1508128320.0,0,79067223.0,fastq,,1.0,main_w4_handler1,3285016,17107559,False,,11164689.roundup,slurm,,132112168.0,corral-repl,,"""e30f3f80b22a11e79d04005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31697776}]",,"[{'src': 'hda', 'id': 31697778}]",individual,"""0.25""","""200""","""10""",32.0,,,,,79394101.0,fastq,,,1508128313.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 04:32:04.296451,88558.0,7.0
2017-10-16 04:41:20.714771,slurm_normal,1508128915.0,0,275342555.0,fastq,,1.0,main_w3_handler0,3285016,17107594,False,,11164727.roundup,slurm,,132112168.0,corral-repl,,"""3dd544a4b22c11e7b965005056ba55fb""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31697822}]",,"[{'src': 'hda', 'id': 31697823}]",individual,"""0.25""","""200""","""10""",32.0,,,,,276461527.0,fastq,,,1508128899.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 04:41:57.174592,88558.0,16.0
2017-10-16 04:31:35.336164,slurm_normal,1508128316.0,0,35292067.0,fastq,,1.0,main_w3_handler1,3285016,17107555,False,,11164687.roundup,slurm,,132112168.0,corral-repl,,"""e30f3f80b22a11e79d04005056ba2773""","""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31697770}]",,"[{'src': 'hda', 'id': 31697771}]",individual,"""0.25""","""200""","""10""",32.0,,,,,35437865.0,fastq,,,1508128308.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 04:31:58.404781,88558.0,8.0
2017-10-16 10:53:10.041562,slurm_normal,1508151200.0,0,159751.0,fastqsanger,,1.0,main_w4_handler0,3263003,17111142,False,,11168122.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31703676}]",,"[{'src': 'hda', 'id': 31703677}]",individual,"""0.25""","""65""","""10""",32.0,,,,,159751.0,fastqsanger,,41310071.0,1508151196.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 10:53:23.478548,112097.0,4.0
2017-10-16 11:28:30.426877,slurm_normal,1508153318.0,0,159751.0,fastqsanger,,1.0,main_w3_handler1,3263003,17111311,False,,11168314.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31703676}]",,"[{'src': 'hda', 'id': 31703677}]",individual,"""0.25""","""65""","""10""",32.0,,,,,159751.0,fastqsanger,,41310071.0,1508153314.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 11:28:42.785900,112097.0,4.0
2017-10-16 14:51:13.064779,slurm_normal,1508165480.0,0,159751.0,fastqsanger,,1.0,main_w4_handler1,3263003,17113612,False,,11170567.roundup,slurm,,132112168.0,corral-repl,,,"""false""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31703676}]",,"[{'src': 'hda', 'id': 31707740}]",individual,"""0.25""","""80""","""10""",32.0,,,,,159751.0,fastqsanger,,41310071.0,1508165475.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 14:51:21.217472,112097.0,5.0
2017-10-16 14:53:35.577069,slurm_normal,1508165624.0,0,159751.0,fastqsanger,,1.0,main_w3_handler0,3263003,17113661,False,,11170626.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",0,"[{'src': 'hda', 'id': 31703676}]",,"[{'src': 'hda', 'id': 31703677}]",individual,"""0.25""","""65""","""10""",32.0,,,,,159751.0,fastqsanger,,41310071.0,1508165620.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 14:53:48.278361,112097.0,4.0
2017-10-16 16:32:24.531489,slurm_normal,1508171608.0,0,,,,1.0,main_w4_handler0,3263003,17114596,False,,11171680.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",1,,"[{'src': 'dce', 'id': 1000007}]",,collection,"""0.25""","""65""","""10""",32.0,144136.0,fastqsanger,144136.0,fastqsanger,,,,41310071.0,1508171604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 16:33:30.237782,112097.0,4.0
2017-10-16 16:32:11.049452,slurm_normal,1508171543.0,0,,,,1.0,main_w4_handler0,3263003,17114583,False,,11171654.roundup,slurm,,132112168.0,corral-repl,,,"""true""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","""false""",1,,"[{'src': 'dce', 'id': 999968}]",,collection,"""0.25""","""65""","""10""",32.0,128014.0,fastqsanger,128014.0,fastqsanger,,,,41310071.0,1508171539.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/flash/flash/1.2.11.1,1.2.11.1,,2017-10-16 16:32:29.852879,112097.0,4.0
