bed_infile,bed_infile_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.bed_infile,parameters.bed_infile.values,parameters.chromInfo,parameters.cutoff,parameters.dbkey,parameters.infile,parameters.infile.values,parameters.winsize,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
1705952,bed,2016-10-04 13:19:24.374814,slurm_normal,1475588408.0,0,1.0,main_w3_handler0,2837396,14004456,False,3234642789,bam,,8223175.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b594612c0181c155a3'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""5.0""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5b6d65c36d4bd3b97'}]","""200""",32.0,,33121136,1475587323.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-10-04 13:40:15.890065,16545.0,1085.0
683629,bed,2016-11-01 16:25:55.048552,slurm_normal,1478018341.0,0,1.0,main_w4_handler1,2837396,14225932,False,3266253959,bam,,8435974.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5649cf759bbb4c986'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""5.0""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b52076f13236e84c97'}]","""200""",32.0,,33874643,1478017562.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-11-01 16:39:04.323235,16545.0,779.0
151143,bed,2017-01-13 12:42:29.924215,slurm_normal,1484311485.0,0,1.0,main_w4_handler0,2952241,14758526,False,523612237,bam,,8922958.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 27918925}]","""/galaxy-repl/localdata/chrom/hg19.len""","""5.0""","""hg19""",,"[{'src': 'hda', 'id': 27917698}]","""200""",32.0,,35345483,1484311360.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-13 12:44:48.994609,88896.0,125.0
151143,bed,2017-01-13 12:45:41.188553,slurm_normal,1484311662.0,0,1.0,main_w4_handler1,2952241,14758546,False,523612237,bam,,8922980.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 27918934}]","""/galaxy-repl/localdata/chrom/hg19.len""","""5.0""","""hg19""",,"[{'src': 'hda', 'id': 27917698}]","""200""",32.0,,35345483,1484311544.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-13 12:47:45.365480,88896.0,118.0
151143,bed,2017-01-13 14:12:45.401887,slurm_normal,1484317032.0,0,1.0,main_w3_handler0,2804823,14759119,False,1842951844,bam,,8923539.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 27919724}]","""/galaxy-repl/localdata/chrom/hg19.len""","""2.0""","""hg19""",,"[{'src': 'hda', 'id': 26298322}]","""200""",32.0,,35365559,1484316770.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-13 14:17:14.565678,89184.0,262.0
361299210,bed,2016-11-10 09:11:05.845634,slurm_normal,1478790628.0,0,1.0,main_w3_handler0,2882205,14304046,False,361299210,bed,,8512108.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50dc9408ca32de97d'}]","""/galaxy-repl/localdata/chrom/hg19.len""","""5.0""","""hg19""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b50dc9408ca32de97d'}]","""200""",32.0,,34182873,1478769428.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-11-10 15:10:34.691701,77685.0,21200.0
151143,bed,2017-01-13 14:27:26.859564,slurm_normal,1484318198.0,0,1.0,main_w3_handler0,2802843,14759237,False,4198683436,bam,,8923656.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 27919923}]","""/galaxy-repl/localdata/chrom/hg19.len""","""3.0""","""hg19""",,"[{'src': 'hda', 'id': 26277882}]","""200""",32.0,,35365814,1484317650.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-13 14:36:39.876106,89095.0,548.0
151143,bed,2017-01-13 14:50:22.252335,slurm_normal,1484319564.0,0,1.0,main_w4_handler0,2802843,14759408,False,4146010795,bam,,8923831.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 27919923}]","""/galaxy-repl/localdata/chrom/hg19.len""","""3.0""","""hg19""",,"[{'src': 'hda', 'id': 26277883}]","""200""",32.0,,35365814,1484319025.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-13 14:59:25.882070,89095.0,539.0
151143,bed,2017-01-13 15:14:35.239871,slurm_normal,1484320969.0,0,1.0,main_w4_handler0,2802843,14759623,False,3894318548,bam,,8924039.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 27919923}]","""/galaxy-repl/localdata/chrom/hg19.len""","""5.0""","""hg19""",,"[{'src': 'hda', 'id': 26277884}]","""200""",32.0,,35365814,1484320483.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-13 15:22:51.760444,89095.0,486.0
151143,bed,2017-01-13 15:14:34.562732,slurm_normal,1484320996.0,0,1.0,main_w3_handler1,2802843,14759621,False,4146010795,bam,,8924036.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 27919923}]","""/galaxy-repl/localdata/chrom/hg19.len""","""5.0""","""hg19""",,"[{'src': 'hda', 'id': 26277883}]","""200""",32.0,,35365814,1484320480.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-13 15:23:19.617212,89095.0,516.0
151143,bed,2017-01-13 15:14:34.088996,slurm_normal,1484321032.0,0,1.0,main_w3_handler1,2802843,14759619,False,4198683436,bam,,8924035.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 27919923}]","""/galaxy-repl/localdata/chrom/hg19.len""","""5.0""","""hg19""",,"[{'src': 'hda', 'id': 26277882}]","""200""",32.0,,35365814,1484320479.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-13 15:23:55.713668,89095.0,553.0
660306079,bed,2016-11-17 12:46:45.573284,slurm_normal,1479420250.0,0,1.0,main_w3_handler1,2875339,14366203,False,492215500,bed,,8572294.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 'bbd44e69cb8906b5721559492a3bc7aa'}]","""/galaxy-repl/localdata/chrom/ce10.len""","""5.0""","""ce10""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b548b21c0e49ef3c8e'}]","""200""",32.0,,33999242,1479386809.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2016-11-17 22:04:13.443345,41870.0,33441.0
2134708,bed,2017-01-24 03:18:17.713977,slurm_normal,1485228731.0,0,1.0,main_w3_handler1,2955340,14853784,False,4318968190,bam,,9013957.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 27927956}]","""/galaxy-repl/localdata/chrom/mm10.len""","""15.0""","""mm10""",,"[{'src': 'hda', 'id': 27926559}]","""200""",32.0,,35421683,1485227900.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-24 03:32:14.609861,73725.0,831.0
390859925,bed,2017-01-09 15:49:56.561370,slurm_normal,1483996087.0,0,1.0,main_w4_handler1,2947774,14717361,False,390859925,bed,,8886129.roundup,slurm,,132111800.0,corral-repl,,,"[{'src': 'hda', 'id': 27837535}]","""/galaxy-repl/localdata/chrom/hg19.len""","""5.0""","""hg19""",,"[{'src': 'hda', 'id': 27837535}]","""200""",32.0,,35216311,1483977006.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-01-09 21:08:10.942769,,19081.0
1218,bed,2017-02-03 04:20:37.053472,slurm_normal,1486095902.0,0,1.0,main_w3_handler0,2978425,14939526,False,1792619276,sam,,9096314.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28191025}]","""/galaxy-repl/localdata/chrom/hg19.len""","""5.0""","""hg19""",,"[{'src': 'hda', 'id': 28189022}]","""200""",32.0,,35776414,1486095846.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-02-03 04:25:04.545561,99276.0,56.0
963681,bed,2017-03-02 12:29:51.143313,slurm_normal,1488458421.0,0,1.0,main_w3_handler0,1639242,15188086,False,2128213317,bam,,9338942.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28577657}]","""/galaxy-repl/localdata/chrom/mm10.len""","""5.0""","""mm10""",,"[{'src': 'hda', 'id': 28577638}]","""200""",32.0,,36269636,1488457801.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-02 12:40:23.372517,31997.0,620.0
12217,bed,2017-04-04 00:13:38.846145,reserved,1491264835.0,0,1.0,main_w3_handler0,3049269,15477558,False,17075971,bam,,9606392.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 29054486}]","""/galaxy-repl/localdata/chrom/mm10.len""","""5.0""","""mm10""",,"[{'src': 'hda', 'id': 28969394}]","""200""",32.0,,36046187,1491264821.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-04-04 00:13:57.336923,621.0,14.0
2027871,bed,2017-02-23 13:18:49.444563,slurm_normal,1487856080.0,0,1.0,main_w3_handler1,2957975,15118014,False,219611,bed,,9272286.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28478858}]","""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""?""",,"[{'src': 'hda', 'id': 28478857}]","""200""",32.0,,35791876,1487855946.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-02-23 13:21:21.987445,93822.0,134.0
963681,bed,2017-03-02 00:49:34.136442,slurm_normal,1488422466.0,0,1.0,main_w3_handler0,1639242,15183755,False,2128213317,bam,,9335121.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28577657}]","""/galaxy-repl/localdata/chrom/mm10.len""","""5.0""","""mm10""",,"[{'src': 'hda', 'id': 28577638}]","""200""",32.0,,36269636,1488422124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-02 02:41:08.468822,31997.0,342.0
963681,bed,2017-03-02 00:49:34.534830,slurm_normal,1488422496.0,0,1.0,main_w4_handler0,1639242,15183756,False,2427678389,bam,,9335120.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28577657}]","""/galaxy-repl/localdata/chrom/mm10.len""","""5.0""","""mm10""",,"[{'src': 'hda', 'id': 28577639}]","""200""",32.0,,36269636,1488422124.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-02 02:41:37.810367,31997.0,372.0
963681,bed,2017-03-02 12:29:51.426231,slurm_normal,1488458210.0,0,1.0,main_w3_handler0,1639242,15188087,False,2427678389,bam,,9338944.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28577657}]","""/galaxy-repl/localdata/chrom/mm10.len""","""5.0""","""mm10""",,"[{'src': 'hda', 'id': 28577639}]","""200""",32.0,,36269636,1488457800.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-02 12:36:54.448142,31997.0,410.0
325157476,bed,2017-03-02 13:09:24.417232,slurm_normal,1488469105.0,0,1.0,main_w3_handler0,3016517,15188431,False,325157476,bed,,9339337.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28586349}]","""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""?""",,"[{'src': 'hda', 'id': 28586349}]","""200""",32.0,,36384414,1488460169.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-02 15:38:29.266009,,8936.0
1496849,bed,2017-03-04 18:59:06.844432,slurm_normal,1488654018.0,0,1.0,main_w4_handler0,3004381,15208165,False,1496849,bed,,9357944.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28618166}]","""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""?""",,"[{'src': 'hda', 'id': 28618166}]","""200""",32.0,,36202578,1488653964.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-04 19:00:20.377517,,54.0
46222,bed,2017-03-15 21:05:43.625499,slurm_normal,1489612019.0,0,1.0,main_w4_handler1,3032991,15306928,False,35992279,bed,,9449065.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28773502}]","""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""?""",,"[{'src': 'hda', 'id': 28773135}]","""200""",32.0,,36644923,1489612004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-15 21:07:01.249973,102131.0,15.0
46222,bed,2017-03-15 21:05:44.811505,slurm_normal,1489611968.0,0,1.0,main_w3_handler0,3032991,15306931,False,172495486,bed,,9449034.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28773502}]","""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""?""",,"[{'src': 'hda', 'id': 28773137}]","""200""",32.0,,36644923,1489611948.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-15 21:06:11.969245,102131.0,20.0
46222,bed,2017-03-15 21:05:45.750900,slurm_normal,1489611994.0,0,1.0,main_w3_handler0,3032991,15306932,False,137059792,bed,,9449035.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28773502}]","""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""?""",,"[{'src': 'hda', 'id': 28773138}]","""200""",32.0,,36644923,1489611951.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-15 21:06:37.358272,102131.0,43.0
46222,bed,2017-03-15 21:05:42.824565,slurm_normal,1489612000.0,0,1.0,main_w4_handler1,3032991,15306925,False,123065739,bed,,9449052.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28773502}]","""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""?""",,"[{'src': 'hda', 'id': 28773133}]","""200""",32.0,,36644923,1489611988.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-15 21:06:49.035940,102131.0,12.0
46222,bed,2017-03-15 21:05:43.288114,slurm_normal,1489612016.0,0,1.0,main_w4_handler0,3032991,15306926,False,79921595,bed,,9449060.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28773502}]","""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""?""",,"[{'src': 'hda', 'id': 28773134}]","""200""",32.0,,36644923,1489612004.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-15 21:06:59.654063,102131.0,12.0
46222,bed,2017-03-15 21:05:44.242320,slurm_normal,1489612040.0,0,1.0,main_w4_handler0,3032991,15306929,False,231707628,bed,,9449067.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 28773502}]","""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""?""",,"[{'src': 'hda', 'id': 28773136}]","""200""",32.0,,36644923,1489612019.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-03-15 21:07:28.426030,102131.0,21.0
112131175,bed,2017-07-28 09:54:22.933116,slurm_normal,1501243664.0,0,1.0,main_w4_handler1,3205106,16441186,False,402492437,bam,,10509177.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 30650095}]","""/galaxy-repl/localdata/chrom/pseuAeru.len""","""2.0""","""pseuAeru""",,"[{'src': 'hda', 'id': 30649646}]","""200""",32.0,,39559226,1501235758.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-07-28 12:07:47.487566,102197.0,7906.0
67488,bed,2017-07-31 11:55:46.238909,slurm_normal,1501502273.0,0,1.0,main_w4_handler0,3204408,16466269,False,439669065,bam,,10534242.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 30690883}]","""/galaxy-repl/localdata/chrom/pseuAeru.len""","""2.0""","""pseuAeru""",,"[{'src': 'hda', 'id': 30639622}]","""400""",32.0,,39606459,1501502160.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-07-31 11:57:55.692292,102197.0,113.0
5285386,bed,2017-08-01 08:36:46.962807,slurm_normal,1501577400.0,0,1.0,main_w3_handler0,3123707,16475660,False,627232659,bam,,10544224.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 30692652}]","""/galaxy-repl/localdata/chrom/mm10.len""","""5.0""","""mm10""",,"[{'src': 'hda', 'id': 30669480}]","""200""",32.0,,38943298,1501576616.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-08-01 08:50:05.973790,78577.0,784.0
6712509,bed,2017-08-01 08:36:18.319839,slurm_normal,1501577654.0,0,1.0,main_w4_handler0,3123707,16475653,False,1049135679,bam,,10544214.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 30692370}]","""/galaxy-repl/localdata/chrom/mm10.len""","""5.0""","""mm10""",,"[{'src': 'hda', 'id': 29832718}]","""200""",32.0,,38943298,1501576589.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-08-01 08:54:18.080860,78577.0,1065.0
11942051,bed,2017-08-01 08:34:14.685142,slurm_normal,1501578694.0,0,1.0,main_w3_handler0,3123707,16475605,False,2151982179,bam,,10544190.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 30708370}]","""/galaxy-repl/localdata/chrom/mm10.len""","""5.0""","""mm10""",,"[{'src': 'hda', 'id': 29832720}]","""200""",32.0,,38943298,1501576461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-08-01 09:11:37.927842,78577.0,2233.0
3657071,bed,2017-09-06 13:35:39.115728,slurm_normal,1504713730.0,0,1.0,main_w4_handler1,3223594,16746784,False,3657071,bed,,10816392.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 31123589}]","""/galaxy-repl/localdata/chrom/?.len""","""5.0""","""?""",,"[{'src': 'hda', 'id': 31123589}]","""200""",32.0,,40150205,1504713604.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-09-06 16:02:11.649113,73248.0,126.0
503658568,bed,2017-09-10 10:22:13.372493,slurm_normal,1505056573.0,0,1.0,main_w4_handler1,3229717,16781467,False,473254784,bam,,10849800.roundup,slurm,,132112168.0,corral-repl,,,"[{'src': 'hda', 'id': 30979293}]","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""5.0""","""hg19""",,"[{'src': 'hda', 'id': 30953618}]","""200""",32.0,,40005489,1505038940.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/macs2/macs2_refinepeak/2.1.0.20151222.0,2.1.0.20151222.0,,2017-09-10 15:16:16.263003,110428.0,17633.0
