alignment,alignment_filetype,create_time,destination_id,exit_code,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.alignment.values,parameters.alignment|__identifier__,parameters.chromInfo,parameters.dbkey,parameters.extended_parameters.contribute_to_multiple_features,parameters.extended_parameters.count_split_alignments_only,parameters.extended_parameters.gff_feature_attribute,parameters.extended_parameters.gff_feature_type,parameters.extended_parameters.ignore_dup,parameters.extended_parameters.largest_overlap,parameters.extended_parameters.mapping_quality,parameters.extended_parameters.min_overlap,parameters.extended_parameters.multimapping_enabled.__current_case__,parameters.extended_parameters.multimapping_enabled.multimapping_counts,parameters.extended_parameters.primary,parameters.extended_parameters.read_extension_3p,parameters.extended_parameters.read_extension_5p,parameters.extended_parameters.read_reduction,parameters.extended_parameters.strand_specificity,parameters.extended_parameters.summarization_level,parameters.format,parameters.gtf_source.__current_case__,parameters.gtf_source.ref_source,parameters.gtf_source.reference_gene_sets.values,parameters.include_feature_length_file,parameters.pe_parameters.exclude_chimerics,parameters.pe_parameters.fragment_counting_enabled.__current_case__,parameters.pe_parameters.fragment_counting_enabled.check_distance_enabled.__current_case__,parameters.pe_parameters.fragment_counting_enabled.check_distance_enabled.check_distance,parameters.pe_parameters.fragment_counting_enabled.check_distance_enabled.maximum_fragment_length,parameters.pe_parameters.fragment_counting_enabled.check_distance_enabled.minimum_fragment_length,parameters.pe_parameters.fragment_counting_enabled.fragment_counting,parameters.pe_parameters.only_both_ends,parameters.pe_parameters.orientation,reference_gene_sets,reference_gene_sets_filetype,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2501064064,bam,2017-03-03 05:07:12.623746,slurm_normal,,main_w4_handler1,3017523,15196322,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9347151.roundup,slurm,,corral-repl,,"""3fa20b88ffcf11e69d9e005056a51846""","[{'src': 'hda', 'id': 28598669}]",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",false,false,gene_id,exon,false,false,12,1,1,,false,0,0,,0,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 28591957}]","""false""",true,0,1,false,,, -p,true,fr,1255571849,gtf,,,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-03-04 18:49:38.191241,52190,135745.567495
2501062677,bam,2017-03-08 17:35:17.321814,slurm_normal,,main_w4_handler1,3020797,15244868,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9392240.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 28641840}]",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",false,false,gene_id,exon,false,false,12,1,1,,false,0,0,,0,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 28660003}]","""false""",true,0,0,true,600,50, -p,true,fr,1255571849,gtf,,36393936.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-03-10 08:59:04.807696,52190,141827.485882
2501064064,bam,2017-03-03 17:41:01.171449,slurm_normal,,main_w3_handler0,3017523,15202204,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9352456.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 28598669}]",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",false,false,gene_id,exon,false,false,12,1,1,,false,0,0,,0,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 28607829}]","""false""",true,0,1,false,,, -p,true,fr,1255571849,gtf,,36393936.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-03-05 05:41:09.761592,52190,129608.59014300001
2501062677,bam,2017-03-07 18:20:54.392225,slurm_normal,,main_w3_handler0,3020797,15233836,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9382052.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 28641840}]",,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""",false,false,gene_id,exon,false,false,12,1,1,,false,0,0,,0,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 28660003}]","""false""",true,0,1,false,,, -p,true,fr,1255571849,gtf,,36393936.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-03-09 06:21:24.562708,52190,129630.17048300001
1688380590,bam,2017-03-15 19:07:27.510977,slurm_normal,,main_w4_handler0,3032997,15305978,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9448692.roundup,slurm,,corral-repl,,"""9e9302a409b211e78d26005056a52a46""","[{'src': 'hda', 'id': 28772719}]",,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",false,false,gene_id,exon,false,false,12,1,1,,false,0,0,,0,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 28591957}]","""false""",true,0,1,false,,, -p,true,fr,1255571849,gtf,,,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-03-17 08:15:38.790682,52190,133691.27970500002
2624997671,bam,2017-04-11 16:21:41.235562,slurm_normal,,main_w3_handler1,3028373,15556940,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9680442.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 28730618}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",false,false,gene_id,exon,false,false,12,1,1,,true,0,0,,0,false,"""tabdel_full""",1,history,"[{'src': 'hda', 'id': 28730596}]","""false""",true,0,1,false,,, -p,true,fr,770699280,gff3,,37273625.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-04-13 04:23:49.023935,29461,129727.788373
2711656042,bam,2017-04-11 16:21:40.547984,slurm_normal,,main_w3_handler1,3028373,15556939,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9680418.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 28730613}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",false,false,gene_id,exon,false,false,12,1,1,,true,0,0,,0,false,"""tabdel_full""",1,history,"[{'src': 'hda', 'id': 28730596}]","""false""",true,0,1,false,,, -p,true,fr,770699280,gff3,,37273625.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-04-13 04:22:50.394924,29461,129669.84694
457489168,bam,2017-06-19 03:36:47.205617,slurm_normal,,main_w3_handler0,3161686,16128517,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10209007.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 30072405}]","""G1E_R2ds_SRR549356""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 30073857}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,37498194.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-06-20 15:37:28.180408,104536,129640.97479100002
457489168,bam,2017-06-20 03:47:46.851350,slurm_normal,,main_w4_handler0,3161686,16139018,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10218772.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 30072405}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 30073857}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,38795085.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-06-21 15:48:33.796220,104536,129646.94487
457488887,bam,2017-07-21 18:41:49.243140,slurm_normal,,main_w3_handler1,3193361,16390589,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10454643.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 30509691}]","""G1E_R2_ds_SRR549356""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 30550979}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,38168895.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-07-23 06:42:24.996694,106491,129635.75355400001
457488887,bam,2017-07-23 07:14:11.385940,slurm_normal,,main_w4_handler0,3193361,16398168,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10462348.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 30509691}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 30550979}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,38168895.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-07-24 19:14:53.067235,106491,129641.681295
4040246915,bam,2017-07-31 14:49:59.237905,slurm_normal,,main_w4_handler0,3205312,16469168,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10537365.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 30674847}]",,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",false,false,gene_id,exon,false,false,12,1,1,,false,0,0,,0,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 30671278}]","""false""",true,0,1,false,,, -p,false,fr,146407450,gtf,,39568120.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-08-02 02:50:30.900474,40000,129631.66256900001
457489323,bam,2017-07-31 13:27:52.255479,slurm_normal,,main_w3_handler0,3205394,16467786,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10535572.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 30693477}]","""G1E_R2__ds_SRR549356""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 30694542}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,39611698.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-08-02 01:28:28.305963,109320,129636.050484
7318265499,bam,2017-08-13 15:16:24.779698,slurm_normal,,main_w4_handler1,3218701,16569529,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10640733.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 30856391}]",,"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""",false,false,gene_id,exon,false,false,12,1,1,,false,0,0,,1,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 30844295}]","""false""",true,0,1,false,,, -p,false,fr,1162051912,gff3,,38330834.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-08-15 04:50:57.504422,100624,135272.724724
457488887,bam,2017-08-14 22:29:55.589873,slurm_normal,,main_w3_handler0,3193361,16581106,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10652427.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 30509691}]","""G1E_R2_ds_SRR549356""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 30874020}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,38168895.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-08-16 10:30:19.734972,106491,129624.145099
12999329,bam,2017-08-20 20:58:23.922708,slurm_normal,,main_w3_handler0,3224209,16618015,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10689739.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 30928567}]","""HISAT2 A1 aligned filtered""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,0,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 30928815}]","""false""",true,0,1,false,,, -p,false,rf,166472026,gtf,,39974982.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-08-22 08:58:55.270799,110234,129631.348091
12999329,bam,2017-08-20 20:16:29.934940,slurm_normal,,main_w3_handler0,3224209,16617897,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10689620.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 30928567}]","""HISAT2 A1 aligned filtered""","""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,0,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 30928815}]","""false""",true,0,1,false,,, -p,false,rf,166472026,gtf,,39974982.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-08-22 08:17:02.068795,110234,129632.13385500001
12999329,bam,2017-08-21 02:39:16.550522,slurm_normal,,main_w3_handler1,3224209,16619533,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10691238.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 30928567}]",,"""/galaxy-repl/localdata/chrom/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,0,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 30928815}]","""false""",true,0,1,false,,, -p,false,rf,166472026,gtf,,39978311.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-08-22 14:39:31.981221,110234,129615.430699
3732683227,bam,2017-10-04 08:05:01.609176,slurm_normal,,main_w4_handler1,3204176,17020823,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11076299.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 31541279}]",,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""",false,false,gene_id,exon,false,false,12,1,1,,false,0,0,,0,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 31539936}]","""false""",true,0,1,false,,, -p,false,fr,150837311,gtf,,41017889.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-10-05 20:05:45.210609,19937,129643.601433
457489197,bam,2017-09-09 21:48:43.452327,slurm_normal,,main_w3_handler0,3247780,16780008,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10848272.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 31172232}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 31172366}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,40363065.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-09-11 09:49:13.307066,86492,129629.854739
457488992,bam,2017-09-09 12:28:28.102558,slurm_normal,,main_w4_handler1,3247571,16778558,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10846803.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 31169373}]","""G1E_R2_ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 31169535}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,40369000.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-09-11 00:29:03.215264,651,129635.11270600001
457489197,bam,2017-09-09 23:16:30.373911,slurm_normal,,main_w4_handler0,3247780,16780181,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10848483.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 31172232}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 31172366}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,40363065.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-09-11 11:17:14.168206,86492,129643.79429500001
457489197,bam,2017-09-09 21:26:55.646176,slurm_normal,,main_w4_handler0,3247780,16779952,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",10848217.roundup,slurm,,corral-repl,,,"[{'src': 'hda', 'id': 31172232}]","""G1E_R2ds_SRR549356""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""mm10""",false,false,transcript_id,exon,false,false,12,1,1,,false,0,0,,2,false,"""tabdel_short""",1,history,"[{'src': 'hda', 'id': 31172366}]","""false""",true,0,1,false,,, -p,false,rf,41130696,gtf,,40363065.0,error,toolshed.g2.bx.psu.edu/repos/iuc/featurecounts/featurecounts/1.4.6.p5,1.4.6.p5,,2017-09-11 09:27:43.593728,86492,129647.94755200001
