create_time,destination_id,exit_code,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,object_store_id,param_filename,parameters.__job_resource.__current_case__,parameters.__job_resource.__job_resource__select,parameters.__job_resource.tacc_compute_resource,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.input.values,parameters.input|__identifier__,runner_name,session_id,state,tool_id,tool_version,traceback,update_time,user_id,runtime
2017-05-11 10:31:04.549822,slurm_multi,,main_w3_handler2,2860794,15816019,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",246791713,sam,10055302,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452373}]","""forward""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-30 14:50:22.518206,92458,1657157.968384
2017-05-11 10:31:06.420812,slurm_multi,,main_w3_handler2,2860794,15816023,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",14956080,sam,10065937,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452377}]","""reverse""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-01 02:50:52.503529,92458,1786786.082717
2017-05-11 10:31:07.057287,slurm_multi,,main_w3_handler2,2860794,15816025,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",174976909,sam,10080147,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452378}]","""forward""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-05 02:51:21.751385,92458,2132414.694098
2017-03-30 10:40:28.763663,slurm_multi,,main_w4_handler2,3051188,15434218,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",14860765647,tabular,9598857,slurm,,corral-repl,,1,yes,slurm_multi,"""48d77082153511e7bee7005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28984669}]",,,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-04 20:49:52.262869,84316,468563.499206
2017-03-31 16:06:30.742764,slurm_multi,,main_w4_handler2,3015217,15449503,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3779428358,tabular,9580536,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29008579}]",,,37016417.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-02 05:11:55.620913,86660,133524.878149
2017-04-24 09:56:47.369511,slurm_multi,,main_w3_handler2,3084295,15659794,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7651189846,tabular,9776218,slurm,,corral-repl,,1,yes,slurm_multi,"""526e46ea28d411e78818005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29332960}]",,,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-25 22:18:08.249540,84316,130880.880029
2017-03-07 12:04:46.260672,slurm_multi,,main_w4_handler2,3015217,15229166,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3779573874,tabular,9377172,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28652593}]",,,36481692.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-03-09 00:08:24.174977,86660,129817.91430500001
2017-03-14 19:54:37.818240,slurm_multi,,main_w4_handler2,3015217,15295437,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3779573874,tabular,9439449,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28756995}]",,,36624761.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-03-16 15:24:33.941415,86660,156596.12317500002
2017-03-14 11:01:17.331052,slurm_multi,,main_w3_handler2,3029373,15290524,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",33255736684,tabular,9435506,slurm,,corral-repl,,1,yes,slurm_multi,"""6b600aca08a511e7bba5005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 28749700}]",,,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-03-16 02:31:21.756549,84316,142204.42549700002
2017-04-07 00:42:03.292786,slurm_multi,,main_w4_handler2,3061920,15514038,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8984494760,tabular,9644962,slurm,,corral-repl,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29100394}]",,,35974233.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-08 23:52:55.445291,61346,169852.152505
2017-04-07 23:35:10.547757,slurm_multi,,main_w3_handler2,3061923,15527728,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7872655888,tabular,9658463,slurm,,corral-repl,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29100510}]",,,37156329.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-10 12:05:03.993481,61346,217793.44572400002
2017-04-10 13:38:15.331749,slurm_multi,,main_w3_handler2,3067400,15540944,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",9140553914,tabular,9666707,slurm,,corral-repl,,1,yes,slurm_multi,"""f1522dae1df211e7a194005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29150007}]",,,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-12 03:00:43.478285,84316,134548.14653600001
2017-04-12 06:26:58.211886,slurm_multi,,main_w3_handler2,3048938,15562916,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",8843008658,tabular,9686633,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29181143}]",,,36925310.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-13 19:00:31.945481,103039,131613.733595
2017-04-20 16:47:16.145369,slurm_multi,,main_w4_handler2,3040340,15637464,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",32057738,tabular,9755443,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29296457}]",,,37459947.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-22 04:52:19.402335,102508,129903.256966
2017-04-22 06:53:36.400188,slurm_multi,,main_w4_handler2,3048938,15649279,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",0,tabular,9766578,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29316372}]",,,36925310.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-23 18:54:23.913307,103039,129647.51311900001
2017-04-24 14:40:02.545807,slurm_multi,,main_w4_handler2,3048938,15663246,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",0,tabular,9779112,slurm,,corral-repl,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29316372}]",,,36925310.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-26 02:40:39.174199,103039,129636.62839200001
2017-04-25 22:11:13.063827,slurm_multi,,main_w3_handler2,3040340,15676333,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",32057738,tabular,9791456,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29296457}]",,,37459947.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-04-27 10:11:52.373086,102508,129639.309259
2017-05-03 15:56:21.563099,slurm_multi,,main_w3_handler2,3040340,15736834,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",32057738,tabular,9846874,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29296457}]",,,37459947.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-05 03:56:50.919237,102508,129629.356138
2017-05-11 10:31:07.558311,slurm_multi,,main_w3_handler2,2860794,15816027,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",144491283,sam,10104958,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452379}]","""reverse""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-09 02:51:45.578969,92458,2478038.0206580004
2017-05-03 21:19:36.884182,slurm_multi,,main_w3_handler2,3084295,15740353,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7651189846,tabular,9849911,slurm,,corral-repl,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29332960}]",,,37743726.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-05 09:19:52.764792,84316,129615.88061000001
2017-06-05 18:17:29.714615,slurm_multi,,main_w4_handler2,3140993,16018474,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6539405402,tabular,10143674,slurm,,corral-repl,,0,no,,"""3a08590c4a1b11e7a280005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29896950}]",,,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-12 14:38:45.844288,73233,591676.1296730001
2017-05-03 00:32:26.133690,slurm_multi,,main_w4_handler2,3095495,15730806,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",16610804976,tabular,9841327,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","[{'src': 'hda', 'id': 29443275}]",,,37716117.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-04 12:32:46.028431,105078,129619.89474100001
2017-05-03 15:56:34.594410,slurm_multi,,main_w3_handler2,3040340,15736837,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",32057738,tabular,9863673,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29296457}]",,,37459947.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-06 15:57:04.042523,102508,259229.44811300002
2017-05-11 10:31:07.985087,slurm_multi,,main_w3_handler2,2860794,15816029,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",41383011,sam,10148775,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452380}]","""forward""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-13 02:55:17.537092,92458,2823849.552005
2017-05-11 10:31:08.671056,slurm_multi,,main_w3_handler2,2860794,15816030,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",31350294,sam,10173473,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452381}]","""reverse""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-17 02:58:03.348452,92458,3169614.6773960004
2017-05-11 10:31:02.150762,slurm_multi,,main_w4_handler2,2860794,15816014,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",95416043,sam,9917640,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452369}]","""forward""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-14 02:42:18.203499,92458,231076.05273700002
2017-05-11 10:31:02.638183,slurm_multi,,main_w4_handler2,2860794,15816015,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",79941312,sam,9934414,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452370}]","""reverse""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-15 14:42:31.089346,92458,360688.451163
2017-05-14 03:32:55.351524,slurm_multi,,main_w3_handler2,3109478,15833007,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6246327922,tabular,9934504,slurm,,corral-repl,,1,yes,slurm_multi,"""0230acae385611e787aa005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29593878}]",,,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-15 15:45:32.547914,61346,130357.19639000001
2017-05-15 11:02:47.946868,slurm_multi,,main_w4_handler2,3111297,15837139,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",302921,tabular,9938278,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29599760}]",,,37932774.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-16 23:03:43.463409,105746,129655.516541
2017-05-15 14:10:59.144095,slurm_multi,,main_w4_handler2,3111290,15838994,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3558955664,tabular,9939936,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29602812}]",,,37976173.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-17 02:11:45.815213,105842,129646.67111800001
2017-05-11 10:31:03.168382,slurm_multi,,main_w4_handler2,2860794,15816016,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",16707563,sam,9940184,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452371}]","""forward""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-17 02:42:49.779961,92458,490306.611579
2017-05-11 10:31:03.828485,slurm_multi,,main_w4_handler2,2860794,15816018,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",13874883,sam,9963769,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452372}]","""reverse""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-18 14:44:03.218956,92458,619979.390471
2017-05-17 21:28:48.189073,slurm_multi_development,,main_w3_handler2,3109485,15872565,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3467023418,tabular,9972976.roundup,slurm,,corral-repl,,1,yes,slurm_multi_development,"""cb029cc03b4711e7809a005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29655507}]",,,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-17 22:13:24.563981,61346,2676.3749080000002
2017-05-11 10:31:00.994308,slurm_multi,,main_w3_handler2,2860794,15816011,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",324148432,sam,9980162,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452367}]","""forward""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-20 02:48:19.568554,92458,749838.574246
2017-05-18 16:18:44.557079,slurm_multi,,main_w4_handler2,3115561,15881685,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7287230,tabular,9981149,slurm,,corral-repl,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29674136}]",,,38032543.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-20 04:28:50.362650,106125,130205.805571
2017-05-19 12:28:31.391167,slurm_multi,,main_w4_handler2,3109478,15889306,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",6246327922,tabular,9989194,slurm,,corral-repl,,1,yes,slurm_multi,"""a8797e383c8e11e79299005056a52a46""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29686613}]",,,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-21 00:51:52.303767,61346,131000.91260000001
2017-05-18 11:53:32.172311,slurm_multi,,main_w3_handler2,3111290,15878449,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",3550874726,tabular,9978264,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29667382}]",,,38047989.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-20 00:00:47.556714,105842,130035.384403
2017-05-11 10:31:05.110380,slurm_multi,,main_w4_handler2,2860794,15816020,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",218521797,sam,9994293,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452374}]","""reverse""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-21 14:48:26.243203,92458,879441.1328230001
2017-05-22 07:24:41.831675,slurm_multi,,main_w4_handler2,3115561,15903728,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",56744159,tabular,10002273,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29712340}]",,,38032543.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-23 19:25:38.199805,106125,129656.36813
2017-05-11 10:31:05.732540,slurm_multi,,main_w4_handler2,2860794,15816021,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",17435053,sam,9999334,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452376}]","""forward""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-23 02:48:36.844318,92458,1009051.111778
2017-05-11 10:31:09.485817,slurm_multi,,main_w3_handler2,2860794,15816032,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",158303580,sam,10202471,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452382}]","""forward""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-21 03:00:57.454960,92458,3515387.9691430004
2017-05-11 10:31:13.516167,slurm_multi,,main_w4_handler2,2860794,15816044,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",233258931,sam,10026363,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452389}]","""reverse""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-26 02:49:24.967207,92458,1268291.4510400002
2017-05-11 10:31:12.910675,slurm_multi,,main_w4_handler2,2860794,15816041,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",275155236,sam,10009788,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452388}]","""forward""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-24 14:48:46.088068,92458,1138653.177393
2017-05-11 10:31:01.531926,slurm_multi,,main_w3_handler2,2860794,15816012,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",288099538,sam,10041201,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452368}]","""reverse""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-27 14:49:52.856260,92458,1397931.324334
2017-05-11 10:31:14.240896,slurm_multi,,main_w4_handler2,2860794,15816046,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",287142767,sam,10050023,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452390}]","""forward""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-05-29 02:50:06.327055,92458,1527532.0861590002
2017-06-22 13:01:48.012754,slurm_multi,,main_w3_handler2,3167076,16164024,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",21597181,tabular,10241819,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30126554}]",,,38861422.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-27 18:19:24.961487,108007,451056.948733
2017-05-11 10:31:10.221558,slurm_multi,,main_w3_handler2,2860794,15816033,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",131526992,sam,10228785,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452383}]","""reverse""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-06-27 18:19:25.178015,92458,4088894.956457
2017-05-11 10:31:11.336438,slurm_multi,,main_w3_handler2,2860794,15816036,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",98164641,sam,10300362,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 29452385}]","""reverse""",,37901845.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-07-03 16:03:58.936980,92458,4599167.6005420005
2017-07-03 08:23:39.258782,slurm_multi,,main_w4_handler2,3180012,16246393,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",13528060560,tabular,10321316,slurm,,corral-repl,,1,yes,slurm_multi,"""e8341a1c5fc811e79604005056a51846""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30270587}]",,,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-07-07 08:45:52.458928,84316,346933.200146
2017-08-02 12:18:04.001792,slurm_multi,,main_w4_handler2,3207711,16487373,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",11962171614,tabular,10556559,slurm,,corral-repl,,1,yes,slurm_multi,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30694358}]",,,39612598.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-08-06 12:18:42.707887,61346,345638.70609500003
2017-08-03 13:09:44.101919,slurm_multi,,main_w4_handler2,3211851,16497935,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",7325604192,tabular,10567679,slurm,,corral-repl,,1,yes,slurm_multi,"""01be3b92784d11e7ab93005056ba55fb""","""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 30747443}]",,,,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-08-07 13:24:33.699852,84316,346489.597933
2017-08-27 01:15:40.395871,slurm_multi,,main_w4_handler2,3102496,16666175,False,"This job was terminated because it ran longer than the maximum allowed job run time.
Please click the bug icon to report this problem if you need help.",47633,tabular,10738404,slurm,,corral-repl,,0,no,,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","[{'src': 'hda', 'id': 31004180}]",,,40095139.0,error,toolshed.g2.bx.psu.edu/repos/nick/dunovo/align_families/0.7,0.7,,2017-08-31 01:31:27.492804,90083,346547.096933
